2011-07-09 15:32:59.871369	BATP204	96
2011-07-09 16:03:41.871576	SS010	STILL
2011-07-09 16:03:51.641499	SS010	MOVED
2011-07-09 16:03:56.705472	M017	ON
2011-07-09 16:03:57.161491	SS010	MOVED
2011-07-09 16:03:58.395824	M017	OFF
2011-07-09 16:04:00.101761	M017	ON
2011-07-09 16:04:01.209556	M017	OFF
2011-07-09 16:04:02.363924	M017	ON
2011-07-09 16:04:03.484267	M017	OFF
2011-07-09 16:04:13.778677	M017	ON
2011-07-09 16:04:14.911602	M017	OFF
2011-07-09 16:04:25.030807	M017	ON
2011-07-09 16:04:26.720188	M017	OFF
2011-07-09 16:04:30.28484	M017	ON
2011-07-09 16:04:31.972213	M017	OFF
2011-07-09 16:04:49.316453	M017	ON
2011-07-09 16:04:51.468556	M017	OFF
2011-07-09 16:05:00.351635	SS010	STILL
2011-07-09 16:05:02.309988	SS010	MOVED
2011-07-09 16:05:02.442744	M017	ON
2011-07-09 16:05:03.451131	M017	OFF
2011-07-09 16:05:03.811548	SS010	STILL
2011-07-09 16:05:10.641534	SS010	MOVED
2011-07-09 16:05:10.893741	SS010	STILL
2011-07-09 16:05:11.352087	M017	ON
2011-07-09 16:05:12.84144	SS010	MOVED
2011-07-09 16:05:13.79077	M017	OFF
2011-07-09 16:05:14.345534	M017	ON
2011-07-09 16:05:14.421457	SS010	STILL
2011-07-09 16:05:16.601912	M017	OFF
2011-07-09 16:05:18.271802	M017	ON
2011-07-09 16:05:19.432448	M017	OFF
2011-07-09 16:05:20.282749	SS010	MOVED
2011-07-09 16:05:20.361094	SS010	STILL
2011-07-09 16:05:21.623947	M017	ON
2011-07-09 16:05:23.282732	SS010	MOVED
2011-07-09 16:05:23.511676	M017	OFF
2011-07-09 16:05:23.591551	SS010	STILL
2011-07-09 16:05:24.652383	M017	ON
2011-07-09 16:05:25.786052	M017	OFF
2011-07-09 16:05:27.501455	SS010	MOVED
2011-07-09 16:05:27.791526	SS010	STILL
2011-07-09 16:05:28.947262	M017	ON
2011-07-09 16:05:30.072366	M017	OFF
2011-07-09 16:05:30.731239	SS010	MOVED
2011-07-09 16:05:30.782894	I006	PRESENT
2011-07-09 16:05:31.040307	M017	ON
2011-07-09 16:05:31.561466	SS010	STILL
2011-07-09 16:05:32.159496	M017	OFF
2011-07-09 16:05:32.981309	I010	PRESENT
2011-07-09 16:05:33.51145	SS010	MOVED
2011-07-09 16:05:34.440869	M017	ON
2011-07-09 16:05:37.022572	D007	CLOSE
2011-07-09 16:05:37.451524	SS010	STILL
2011-07-09 16:05:38.533885	M015	ON
2011-07-09 16:05:38.690576	M016	ON
2011-07-09 16:05:38.943262	M017	OFF
2011-07-09 16:05:39.412376	M009	ON
2011-07-09 16:05:39.994357	M008	ON
2011-07-09 16:05:40.329437	M016	OFF
2011-07-09 16:05:40.431511	M007	ON
2011-07-09 16:05:40.650281	M015	OFF
2011-07-09 16:05:41.241476	SS010	MOVED
2011-07-09 16:05:41.789257	M009	OFF
2011-07-09 16:05:41.827615	M008	OFF
2011-07-09 16:05:44.301488	M007	OFF
2011-07-09 16:05:49.571977	M007	ON
2011-07-09 16:05:50.684658	M007	OFF
2011-07-09 16:05:51.806101	M007	ON
2011-07-09 16:05:53.69896	M007	OFF
2011-07-09 16:05:59.880394	M007	ON
2011-07-09 16:06:04.18847	M007	OFF
2011-07-09 16:06:07.173655	M007	ON
2011-07-09 16:06:10.534068	M007	OFF
2011-07-09 16:06:12.982896	M007	ON
2011-07-09 16:06:17.422141	M008	ON
2011-07-09 16:06:17.721243	M009	ON
2011-07-09 16:06:19.070225	M015	ON
2011-07-09 16:06:19.238879	M007	OFF
2011-07-09 16:06:19.394848	M016	ON				2-start
2011-07-09 16:06:19.593517	M009	OFF
2011-07-09 16:06:19.853958	M008	OFF
2011-07-09 16:06:20.208626	M015	OFF
2011-07-09 16:06:20.467641	M017	ON
2011-07-09 16:06:20.674309	D007	OPEN				2.1
2011-07-09 16:06:21.611136	SS010	STILL
2011-07-09 16:06:21.747614	M016	OFF
2011-07-09 16:06:23.125098	I006	ABSENT
2011-07-09 16:06:23.713801	M017	OFF
2011-07-09 16:06:24.278715	M017	ON				2.2
2011-07-09 16:06:24.541481	SS010	MOVED
2011-07-09 16:06:25.080183	SS010	STILL
2011-07-09 16:06:25.395782	M017	OFF
2011-07-09 16:06:31.801538	SS010	MOVED
2011-07-09 16:06:39.85774	M017	ON
2011-07-09 16:06:40.283008	I010	ABSENT			2.3
2011-07-09 16:06:43.400649	M017	OFF
2011-07-09 16:06:48.622289	M017	ON
2011-07-09 16:06:49.758234	M017	OFF
2011-07-09 16:06:54.279151	M017	ON
2011-07-09 16:06:56.323305	M017	OFF
2011-07-09 16:07:01.76776	M017	ON
2011-07-09 16:07:02.863802	M017	OFF
2011-07-09 16:07:06.457154	M017	ON
2011-07-09 16:07:07.586594	M017	OFF
2011-07-09 16:07:43.010946	M017	ON
2011-07-09 16:07:44.14182	M017	OFF
2011-07-09 16:07:44.882692	M017	ON
2011-07-09 16:07:49.548847	M017	OFF
2011-07-09 16:07:50.139646	M017	ON
2011-07-09 16:07:51.270179	M017	OFF
2011-07-09 16:07:52.199836	M017	ON
2011-07-09 16:07:54.577426	M017	OFF
2011-07-09 16:07:55.202335	M017	ON
2011-07-09 16:08:01.216334	M017	OFF
2011-07-09 16:08:21.815571	M017	ON
2011-07-09 16:08:24.272497	M017	OFF
2011-07-09 16:08:25.758966	M017	ON
2011-07-09 16:08:27.671421	SS010	STILL
2011-07-09 16:08:27.712606	M016	ON
2011-07-09 16:08:28.027551	D016	OPEN
2011-07-09 16:08:28.569498	M017	OFF
2011-07-09 16:08:28.878183	M016	OFF
2011-07-09 16:08:29.483354	Kitchen	<do>/usr/local/CASAS/thePUCKstudy/22.wav</do>
2011-07-09 16:08:29.621432	SS010	MOVED
2011-07-09 16:08:30.824697	D016	CLOSE
2011-07-09 16:08:33.983134	D016	OPEN
2011-07-09 16:08:36.568833	M016	ON
2011-07-09 16:08:37.000001	D016	CLOSE
2011-07-09 16:08:38.69022	M017	ON
2011-07-09 16:08:39.543206	M016	OFF
2011-07-09 16:08:39.691249	I006	PRESENT
2011-07-09 16:08:39.821582	M017	OFF
2011-07-09 16:08:40.561552	M017	ON
2011-07-09 16:08:42.633405	M017	OFF
2011-07-09 16:08:48.454469	M017	ON
2011-07-09 16:08:49.563765	M017	OFF
2011-07-09 16:08:53.294212	M017	ON
2011-07-09 16:08:54.441169	M017	OFF
2011-07-09 16:08:56.503887	M017	ON
2011-07-09 16:08:57.503595	I010	PRESENT			2-end
2011-07-09 16:09:00.419113	D007	CLOSE
2011-07-09 16:09:02.615585	M016	ON
2011-07-09 16:09:02.953502	M015	ON
2011-07-09 16:09:03.0721	M017	OFF
2011-07-09 16:09:03.641555	M009	ON
2011-07-09 16:09:03.913346	M008	ON
2011-07-09 16:09:04.858911	M016	OFF
2011-07-09 16:09:04.995452	M015	OFF
2011-07-09 16:09:05.572037	M007	ON
2011-07-09 16:09:05.82857	M002	ON
2011-07-09 16:09:06.072449	M009	OFF
2011-07-09 16:09:06.726556	M008	OFF
2011-07-09 16:09:06.960769	M002	OFF
2011-07-09 16:09:08.139625	M007	OFF
2011-07-09 16:09:13.165447	M007	ON
2011-07-09 16:09:13.714106	M002	ON
2011-07-09 16:09:14.028007	M008	ON
2011-07-09 16:09:14.142498	M009	ON
2011-07-09 16:09:14.592617	M001	ON
2011-07-09 16:09:14.830747	M002	OFF
2011-07-09 16:09:15.498522	M015	ON
2011-07-09 16:09:15.677827	M007	OFF
2011-07-09 16:09:15.709114	M001	OFF
2011-07-09 16:09:15.913593	M016	ON
2011-07-09 16:09:16.578398	M009	OFF
2011-07-09 16:09:17.02939	M008	OFF
2011-07-09 16:09:17.938871	M017	ON
2011-07-09 16:09:17.989479	M015	OFF
2011-07-09 16:09:18.408652	M016	OFF
2011-07-09 16:09:18.441172	D007	OPEN
2011-07-09 16:09:20.193356	I010	ABSENT
2011-07-09 16:09:21.519823	I006	ABSENT
2011-07-09 16:09:24.23097	SS010	STILL
2011-07-09 16:09:25.461025	M017	OFF
2011-07-09 16:09:31.061506	SS010	MOVED
2011-07-09 16:09:31.751416	SS010	STILL
2011-07-09 16:10:44.708318	M017	ON
2011-07-09 16:10:45.792577	M017	OFF
2011-07-09 16:10:49.931595	M017	ON
2011-07-09 16:10:50.722624	I006	PRESENT
2011-07-09 16:10:52.460068	M017	OFF
2011-07-09 16:10:55.320749	SS010	STILL
2011-07-09 16:10:58.165383	M017	ON
2011-07-09 16:10:58.802517	I010	PRESENT
2011-07-09 16:10:59.221465	SS010	MOVED
2011-07-09 16:10:59.2852	M017	OFF
2011-07-09 16:11:00.211465	SS018	MOVED
2011-07-09 16:11:00.819297	M017	ON
2011-07-09 16:11:03.141533	SS018	STILL
2011-07-09 16:11:03.988869	D007	CLOSE
2011-07-09 16:11:04.061486	SS018	MOVED
2011-07-09 16:11:05.582892	M016	ON
2011-07-09 16:11:05.743285	M015	ON
2011-07-09 16:11:06.441385	M017	OFF
2011-07-09 16:11:06.992809	SS018	STILL
2011-07-09 16:11:07.01101	M009	ON
2011-07-09 16:11:07.458686	M008	ON
2011-07-09 16:11:07.916786	M016	OFF
2011-07-09 16:11:07.960332	M007	ON
2011-07-09 16:11:08.184119	M015	OFF
2011-07-09 16:11:09.893544	M008	OFF
2011-07-09 16:11:10.366726	M009	OFF
2011-07-09 16:11:11.662359	M007	OFF
2011-07-09 16:11:22.748956	M007	ON
2011-07-09 16:11:24.778371	M007	OFF
2011-07-09 16:11:26.473813	M007	ON
2011-07-09 16:11:27.403431	M008	ON
2011-07-09 16:11:28.455802	M008	OFF
2011-07-09 16:11:28.962541	M009	ON
2011-07-09 16:11:29.03548	M008	ON
2011-07-09 16:11:29.773031	M015	ON
2011-07-09 16:11:29.813099	M016	ON				2-start
2011-07-09 16:11:30.062944	M007	OFF
2011-07-09 16:11:30.692954	M008	OFF
2011-07-09 16:11:31.010178	M009	OFF
2011-07-09 16:11:31.745225	M017	ON
2011-07-09 16:11:32.07913	D007	OPEN				2.1
2011-07-09 16:11:32.544949	M015	OFF
2011-07-09 16:11:33.149286	M016	OFF
2011-07-09 16:11:35.031489	SS010	STILL
2011-07-09 16:11:35.559503	M017	OFF
2011-07-09 16:11:35.591028	I006	ABSENT
2011-07-09 16:11:36.055657	M017	ON				2.2
2011-07-09 16:11:39.51108	SS018	MOVED
2011-07-09 16:11:39.922494	SS010	MOVED
2011-07-09 16:11:40.338705	Kitchen	<do>/usr/local/CASAS/thePUCKstudy/23.wav</do>
2011-07-09 16:11:41.486976	M017	OFF
2011-07-09 16:11:42.601506	SS010	STILL
2011-07-09 16:11:45.977548	M017	ON
2011-07-09 16:11:47.085626	M017	OFF
2011-07-09 16:11:48.462852	SS010	MOVED
2011-07-09 16:11:48.782761	M017	ON
2011-07-09 16:11:49.169053	I010	ABSENT
2011-07-09 16:11:49.571638	I010	PRESENT
2011-07-09 16:11:49.933195	M017	OFF
2011-07-09 16:11:50.016445	I010	ABSENT			2.3
2011-07-09 16:11:50.493262	M017	ON
2011-07-09 16:11:53.668894	M017	OFF
2011-07-09 16:11:54.160714	SS018	STILL
2011-07-09 16:12:04.9089	M017	ON
2011-07-09 16:12:06.047599	M017	OFF
2011-07-09 16:12:11.867693	M017	ON
2011-07-09 16:12:13.000447	M017	OFF
2011-07-09 16:12:19.159143	M017	ON
2011-07-09 16:12:21.222986	M017	OFF
2011-07-09 16:12:26.853872	M017	ON
2011-07-09 16:12:27.990808	M017	OFF
2011-07-09 16:12:35.681977	M017	ON
2011-07-09 16:12:37.536943	M017	OFF
2011-07-09 16:12:45.250193	M017	ON
2011-07-09 16:12:46.375383	M017	OFF
2011-07-09 16:13:02.839946	M017	ON
2011-07-09 16:13:03.978674	M017	OFF
2011-07-09 16:13:04.554905	M017	ON
2011-07-09 16:13:06.792435	M017	OFF
2011-07-09 16:13:09.439731	M017	ON
2011-07-09 16:13:11.29091	M017	OFF
2011-07-09 16:13:20.855485	M017	ON
2011-07-09 16:13:22.042324	M017	OFF
2011-07-09 16:13:23.100594	M017	ON
2011-07-09 16:13:24.332279	M017	OFF
2011-07-09 16:13:26.892748	SS010	STILL
2011-07-09 16:13:31.523745	M017	ON
2011-07-09 16:13:33.413687	M017	OFF
2011-07-09 16:13:37.741477	SS010	MOVED
2011-07-09 16:13:39.35145	SS010	STILL
2011-07-09 16:13:41.521453	M017	ON
2011-07-09 16:13:42.620543	I010	PRESENT			2-end
2011-07-09 16:13:45.221433	SS010	MOVED
2011-07-09 16:13:45.388607	I006	PRESENT
2011-07-09 16:13:47.835754	D007	CLOSE
2011-07-09 16:13:49.068702	M016	ON
2011-07-09 16:13:49.581552	M015	ON
2011-07-09 16:13:50.112545	M017	OFF
2011-07-09 16:13:50.99491	M008	ON
2011-07-09 16:13:51.431173	M007	ON
2011-07-09 16:13:51.53855	M009	ON
2011-07-09 16:13:51.564016	M016	OFF
2011-07-09 16:13:52.032788	M015	OFF
2011-07-09 16:13:52.546243	M009	OFF
2011-07-09 16:13:52.809943	M008	OFF
2011-07-09 16:13:54.961703	M007	OFF
2011-07-09 16:13:59.090659	M007	ON
2011-07-09 16:14:01.619099	M008	ON
2011-07-09 16:14:02.105259	M009	ON
2011-07-09 16:14:03.496367	M015	ON
2011-07-09 16:14:03.647293	M007	OFF
2011-07-09 16:14:03.774466	M016	ON
2011-07-09 16:14:04.182395	M009	OFF
2011-07-09 16:14:04.27335	M008	OFF
2011-07-09 16:14:05.66227	M017	ON
2011-07-09 16:14:05.81915	D007	OPEN
2011-07-09 16:14:06.112508	M015	OFF
2011-07-09 16:14:06.49518	M016	OFF
2011-07-09 16:14:08.232728	I006	ABSENT
2011-07-09 16:14:11.041495	SS010	STILL
2011-07-09 16:14:12.601301	M017	OFF
2011-07-09 16:14:19.710508	M017	ON
2011-07-09 16:14:20.801394	SS010	MOVED
2011-07-09 16:14:20.836124	M017	OFF
2011-07-09 16:14:20.952345	I010	ABSENT
2011-07-09 16:14:21.772029	M017	ON
2011-07-09 16:14:24.052655	M017	OFF
2011-07-09 16:14:28.925419	M017	ON
2011-07-09 16:14:30.028999	M017	OFF
2011-07-09 16:14:31.19579	M017	ON
2011-07-09 16:14:37.542824	M017	OFF
2011-07-09 16:14:38.10345	M017	ON
2011-07-09 16:14:38.502377	BATV109	3060
2011-07-09 16:14:39.293462	M017	OFF
2011-07-09 16:15:08.86573	M017	ON
2011-07-09 16:15:10.342196	M017	OFF
2011-07-09 16:15:15.564616	M017	ON
2011-07-09 16:15:16.722585	M017	OFF
2011-07-09 16:15:20.632147	M017	ON
2011-07-09 16:15:22.539392	M017	OFF
2011-07-09 16:15:26.081981	M017	ON
2011-07-09 16:15:28.531682	M017	OFF
2011-07-09 16:15:31.507751	M017	ON
2011-07-09 16:15:33.774385	M017	OFF
2011-07-09 16:15:35.84249	M017	ON
2011-07-09 16:15:38.072688	M017	OFF
2011-07-09 16:15:47.65513	M017	ON
2011-07-09 16:15:48.755615	M017	OFF
2011-07-09 16:15:53.831503	M017	ON
2011-07-09 16:15:54.963162	M017	OFF
2011-07-09 16:15:57.413178	M017	ON
2011-07-09 16:15:59.108736	M017	OFF
2011-07-09 16:16:00.227333	M017	ON
2011-07-09 16:16:02.763745	I010	PRESENT
2011-07-09 16:16:05.068979	I006	PRESENT
2011-07-09 16:16:07.201463	D007	CLOSE
2011-07-09 16:16:07.463007	D007	OPEN
2011-07-09 16:16:07.671238	D007	CLOSE
2011-07-09 16:16:08.475909	M016	ON
2011-07-09 16:16:08.99216	M015	ON
2011-07-09 16:16:09.705797	M017	OFF
2011-07-09 16:16:10.282781	M009	ON
2011-07-09 16:16:10.402671	M008	ON
2011-07-09 16:16:10.863427	M016	OFF
2011-07-09 16:16:11.098993	M007	ON
2011-07-09 16:16:11.89349	M015	OFF
2011-07-09 16:16:12.509543	M008	OFF
2011-07-09 16:16:13.331825	M009	OFF
2011-07-09 16:16:13.877537	M007	OFF
2011-07-09 16:16:18.384589	M007	ON
2011-07-09 16:16:20.317972	M007	OFF
2011-07-09 16:16:29.514469	M001	ON
2011-07-09 16:16:30.588701	M001	OFF
2011-07-09 16:16:36.39944	M007	ON
2011-07-09 16:16:37.499015	M007	OFF
2011-07-09 16:16:40.863307	M007	ON
2011-07-09 16:16:41.997013	M007	OFF
2011-07-09 16:16:54.380668	M007	ON
2011-07-09 16:16:56.631766	M007	OFF
2011-07-09 16:16:58.689167	M007	ON
2011-07-09 16:17:00.376024	M002	ON
2011-07-09 16:17:00.576276	M009	ON
2011-07-09 16:17:01.047649	M008	ON
2011-07-09 16:17:01.505421	M002	OFF
2011-07-09 16:17:01.771493	M015	ON
2011-07-09 16:17:01.969642	M016	ON				2-start
2011-07-09 16:17:02.651306	M007	OFF
2011-07-09 16:17:02.925223	M008	OFF
2011-07-09 16:17:03.20572	M009	OFF
2011-07-09 16:17:03.979352	D007	OPEN				2.1
2011-07-09 16:17:04.149391	M017	ON				2.2
2011-07-09 16:17:04.578822	M015	OFF
2011-07-09 16:17:05.208423	M016	OFF
2011-07-09 16:17:05.933607	I006	ABSENT			
2011-07-09 16:17:09.111413	SS018	MOVED
2011-07-09 16:17:11.091515	M017	OFF
2011-07-09 16:17:14.235152	Kitchen	<do>/usr/local/CASAS/thePUCKstudy/22.wav</do>
2011-07-09 16:17:24.387898	M017	ON
2011-07-09 16:17:25.51818	M017	OFF
2011-07-09 16:17:25.978671	I010	ABSENT			2.3
2011-07-09 16:17:26.811106	M017	ON
2011-07-09 16:17:27.950152	Kitchen	<do>/usr/local/CASAS/thePUCKstudy/23.wav</do>
2011-07-09 16:17:28.641437	SS018	STILL
2011-07-09 16:17:28.893711	M017	OFF
2011-07-09 16:17:37.143405	M017	ON
2011-07-09 16:17:38.274132	M017	OFF
2011-07-09 16:17:42.413659	M017	ON
2011-07-09 16:17:43.533093	M017	OFF
2011-07-09 16:17:46.913047	M017	ON
2011-07-09 16:17:48.022727	M017	OFF
2011-07-09 16:17:50.511644	M017	ON
2011-07-09 16:17:51.583694	M017	OFF
2011-07-09 16:18:16.892831	M017	ON
2011-07-09 16:18:18.010669	M017	OFF
2011-07-09 16:18:18.754258	M017	ON
2011-07-09 16:18:19.888937	M017	OFF
2011-07-09 16:18:43.530931	M017	ON
2011-07-09 16:18:45.241481	SS010	STILL
2011-07-09 16:18:45.952993	D016	OPEN
2011-07-09 16:18:46.424999	M016	ON
2011-07-09 16:18:46.526199	M017	OFF
2011-07-09 16:18:47.544345	M016	OFF
2011-07-09 16:18:47.89974	Kitchen	<do>/usr/local/CASAS/thePUCKstudy/22.wav</do>
2011-07-09 16:18:47.913799	D016	CLOSE
2011-07-09 16:18:48.171435	SS010	MOVED
2011-07-09 16:18:48.551486	SS010	STILL
2011-07-09 16:18:48.664735	M016	ON
2011-07-09 16:18:48.759555	M017	ON
2011-07-09 16:18:49.872557	M017	OFF
2011-07-09 16:18:50.42897	M016	OFF
2011-07-09 16:18:50.481766	M017	ON
2011-07-09 16:18:51.569023	M017	OFF
2011-07-09 16:18:52.529824	M017	ON
2011-07-09 16:18:54.292887	M016	ON
2011-07-09 16:18:54.707068	D016	OPEN
2011-07-09 16:18:55.140739	M017	OFF
2011-07-09 16:18:55.39142	SS010	MOVED
2011-07-09 16:18:57.232833	D016	CLOSE
2011-07-09 16:18:58.21155	SS010	STILL
2011-07-09 16:18:58.512906	M017	ON
2011-07-09 16:18:59.590248	I006	PRESENT
2011-07-09 16:18:59.7015	M016	OFF
2011-07-09 16:19:01.853294	M017	OFF
2011-07-09 16:19:02.981487	SS010	MOVED
2011-07-09 16:19:03.382463	M017	ON
2011-07-09 16:19:03.681564	SS010	STILL
2011-07-09 16:19:04.504452	M017	OFF
2011-07-09 16:19:07.517485	M017	ON
2011-07-09 16:19:09.54153	SS010	MOVED
2011-07-09 16:19:10.1323	M017	OFF
2011-07-09 16:19:11.630252	M017	ON
2011-07-09 16:19:12.824837	M017	OFF
2011-07-09 16:19:12.859188	I010	PRESENT			2-end
2011-07-09 16:19:13.313862	M017	ON
2011-07-09 16:19:15.173561	D007	CLOSE
2011-07-09 16:19:16.605251	M016	ON
2011-07-09 16:19:16.762725	M015	ON
2011-07-09 16:19:17.233801	SS010	STILL
2011-07-09 16:19:17.34896	M017	OFF
2011-07-09 16:19:17.702507	M008	ON
2011-07-09 16:19:18.216894	M009	ON
2011-07-09 16:19:18.770223	M016	OFF
2011-07-09 16:19:18.864728	M007	ON
2011-07-09 16:19:19.383018	M015	OFF
2011-07-09 16:19:20.151545	SS010	MOVED
2011-07-09 16:19:20.279311	M009	OFF
2011-07-09 16:19:20.49895	M008	OFF
2011-07-09 16:19:21.342139	M007	OFF
2011-07-09 16:19:24.733703	M007	ON
2011-07-09 16:19:26.089981	M009	ON
2011-07-09 16:19:26.535848	M008	ON
2011-07-09 16:19:27.604212	M015	ON
2011-07-09 16:19:28.052136	M016	ON
2011-07-09 16:19:28.182439	M007	OFF
2011-07-09 16:19:28.520155	M009	OFF
2011-07-09 16:19:28.792977	M008	OFF
2011-07-09 16:19:29.537591	M017	ON
2011-07-09 16:19:29.569776	D007	OPEN
2011-07-09 16:19:30.063698	M015	OFF
2011-07-09 16:19:30.480315	M016	OFF
2011-07-09 16:19:31.161493	SS010	STILL
2011-07-09 16:19:31.231839	I006	ABSENT
2011-07-09 16:19:32.805332	I010	ABSENT
2011-07-09 16:19:33.294986	I010	PRESENT
2011-07-09 16:19:33.615513	I010	ABSENT
2011-07-09 16:19:33.652742	M017	OFF
2011-07-09 16:19:34.132818	M017	ON
2011-07-09 16:19:36.019006	M017	OFF
2011-07-09 16:19:37.031367	SS010	MOVED
2011-07-09 16:19:41.995297	M017	ON
2011-07-09 16:19:43.139798	M017	OFF
2011-07-09 16:19:43.88385	M017	ON
2011-07-09 16:19:45.002593	M017	OFF
2011-07-09 16:19:49.325199	M017	ON
2011-07-09 16:19:50.5248	M017	OFF
2011-07-09 16:19:52.131784	M017	ON
2011-07-09 16:19:53.253337	M017	OFF
2011-07-09 16:20:05.622888	M017	ON
2011-07-09 16:20:06.754233	M017	OFF
2011-07-09 16:20:09.393633	M017	ON
2011-07-09 16:20:10.523229	M017	OFF
2011-07-09 16:20:38.610119	M017	ON
2011-07-09 16:20:39.750378	M017	OFF
2011-07-09 16:20:48.540893	M017	ON
2011-07-09 16:20:49.693097	M017	OFF
2011-07-09 16:21:00.011535	M017	ON
2011-07-09 16:21:01.209118	M017	OFF
2011-07-09 16:21:24.355151	M017	ON
2011-07-09 16:21:25.491819	M017	OFF
2011-07-09 16:21:26.821486	SS010	STILL
2011-07-09 16:21:27.949039	M017	ON
2011-07-09 16:21:28.486579	I006	PRESENT
2011-07-09 16:21:28.771608	SS010	MOVED
2011-07-09 16:21:29.034598	M017	OFF
2011-07-09 16:21:30.312242	I010	PRESENT
2011-07-09 16:21:31.303498	M017	ON
2011-07-09 16:21:33.53479	D007	CLOSE
2011-07-09 16:21:34.416523	M016	ON
2011-07-09 16:21:34.745861	M015	ON
2011-07-09 16:21:35.438445	M017	OFF
2011-07-09 16:21:36.004661	M009	ON
2011-07-09 16:21:36.07834	BATV008	8840
2011-07-09 16:21:36.08974	M008	ON
2011-07-09 16:21:36.944684	M016	OFF
2011-07-09 16:21:36.981598	M007	ON
2011-07-09 16:21:37.739069	M015	OFF
2011-07-09 16:21:38.333995	M008	OFF
2011-07-09 16:21:38.440252	M009	OFF
2011-07-09 16:21:39.700599	M007	OFF
2011-07-09 16:21:41.415962	M007	ON
2011-07-09 16:21:43.283117	M007	OFF
2011-07-09 16:21:46.089017	M007	ON
2011-07-09 16:21:48.344429	M007	OFF
2011-07-09 16:21:57.166077	M007	ON
2011-07-09 16:21:59.712013	M008	ON
2011-07-09 16:22:00.169908	M009	ON
2011-07-09 16:22:01.936104	M008	OFF
2011-07-09 16:22:02.807031	M007	OFF
2011-07-09 16:22:03.106795	M008	ON
2011-07-09 16:22:04.007218	M008	OFF
2011-07-09 16:22:04.510214	M009	OFF
2011-07-09 16:22:07.871226	M009	ON
2011-07-09 16:22:08.697508	M008	ON
2011-07-09 16:22:09.713347	M007	ON
2011-07-09 16:22:11.252637	M009	OFF
2011-07-09 16:22:11.913657	M008	OFF
2011-07-09 16:22:11.984742	M007	OFF
2011-07-09 16:22:30.707329	M007	ON
2011-07-09 16:22:32.673413	M007	OFF
2011-07-09 16:22:41.022245	M007	ON
2011-07-09 16:22:43.648137	M007	OFF
2011-07-09 16:22:45.523496	M007	ON
2011-07-09 16:22:47.318954	M008	ON
2011-07-09 16:22:47.433613	M009	ON
2011-07-09 16:22:48.251082	M015	ON
2011-07-09 16:22:48.826465	M016	ON
2011-07-09 16:22:49.096772	M007	OFF
2011-07-09 16:22:49.779698	M008	OFF
2011-07-09 16:22:49.872397	M009	OFF
2011-07-09 16:22:50.833424	M017	ON				3-1-start
2011-07-09 16:22:50.96716	D007	OPEN				3.1
2011-07-09 16:22:51.268651	M015	OFF
2011-07-09 16:22:51.830584	M016	OFF
2011-07-09 16:22:53.607116	I001	ABSENT
2011-07-09 16:22:54.845509	SS007	MOVED
2011-07-09 16:22:55.473743	M017	OFF
2011-07-09 16:22:56.419965	M017	ON				3.2
2011-07-09 16:22:58.131136	I002	ABSENT
2011-07-09 16:23:01.859899	M017	OFF
2011-07-09 16:23:03.921537	SS010	STILL
2011-07-09 16:23:05.881435	SS010	MOVED
2011-07-09 16:23:07.400865	BATV035	8980
2011-07-09 16:23:07.460368	M035	ON
2011-07-09 16:23:07.531696	M017	ON
2011-07-09 16:23:08.549037	M035	OFF
2011-07-09 16:23:10.18261	SS011	MOVED
2011-07-09 16:23:10.497228	M017	OFF
2011-07-09 16:23:11.441421	SS007	STILL
2011-07-09 16:23:13.951456	SS010	MOVED
2011-07-09 16:23:14.043917	M017	ON
2011-07-09 16:23:17.764858	D010	OPEN				3.3
2011-07-09 16:23:17.884105	M017	OFF
2011-07-09 16:23:18.981531	SS011	STILL
2011-07-09 16:23:22.587578	D010	CLOSE
2011-07-09 16:23:29.396361	M017	ON
2011-07-09 16:23:31.150283	D009	OPEN
2011-07-09 16:23:31.764317	M016	ON				3.4
2011-07-09 16:23:32.215386	M017	OFF
2011-07-09 16:23:34.195267	M016	OFF
2011-07-09 16:23:35.322829	SS008	MOVED
2011-07-09 16:23:36.083362	M016	ON
2011-07-09 16:23:37.310807	M017	ON				3.5
2011-07-09 16:23:37.639575	D009	CLOSE
2011-07-09 16:23:37.931702	M016	OFF
2011-07-09 16:23:41.43089	M017	OFF
2011-07-09 16:23:42.027817	M017	ON				3.6
2011-07-09 16:23:43.114838	M017	OFF
2011-07-09 16:23:44.050091	M017	ON				3.7
2011-07-09 16:23:44.811527	SS010	STILL
2011-07-09 16:23:45.183098	M017	OFF
2011-07-09 16:23:48.164101	M017	ON				3.8
2011-07-09 16:23:48.721422	SS010	MOVED
2011-07-09 16:23:51.354162	M017	OFF
2011-07-09 16:23:51.381436	SS010	STILL
2011-07-09 16:23:54.924653	M017	ON
2011-07-09 16:23:58.102912	D009	OPEN
2011-07-09 16:23:58.759839	M016	ON
2011-07-09 16:23:59.422289	M017	OFF
2011-07-09 16:24:00.171538	SS010	MOVED
2011-07-09 16:24:00.436343	M016	OFF
2011-07-09 16:24:01.933587	M016	ON
2011-07-09 16:24:02.437877	M017	ON
2011-07-09 16:24:02.559661	D009	CLOSE
2011-07-09 16:24:03.079899	M016	OFF
2011-07-09 16:24:03.615464	D010	OPEN
2011-07-09 16:24:04.125311	M017	OFF
2011-07-09 16:24:05.602747	SS008	STILL
2011-07-09 16:24:08.233907	M017	ON
2011-07-09 16:24:08.774906	D010	CLOSE
