2011-04-05 15:15:25.731786	T001	19.5
2011-04-05 15:47:52.996604	D007	CLOSE
2011-04-05 15:47:53.34413	SS010	STILL
2011-04-05 15:47:53.599955	M016	OFF
2011-04-05 15:47:53.96547	M016	ON
2011-04-05 15:47:55.110081	M015	ON
2011-04-05 15:47:55.876877	M008	ON
2011-04-05 15:47:56.480611	M007	ON
2011-04-05 15:47:57.263486	SS010	MOVED
2011-04-05 15:47:58.040445	M016	OFF
2011-04-05 15:47:58.724245	M017	OFF
2011-04-05 15:47:58.737895	M015	OFF
2011-04-05 15:48:00.386016	M008	OFF
2011-04-05 15:48:01.475057	M007	OFF
2011-04-05 15:48:04.281746	M007	ON
2011-04-05 15:48:05.594697	M008	ON
2011-04-05 15:48:06.20466	M009	ON
2011-04-05 15:48:07.192184	M015	ON
2011-04-05 15:48:07.783856	M016	ON
2011-04-05 15:48:08.385498	M009	OFF
2011-04-05 15:48:09.332625	M017	ON
2011-04-05 15:48:09.353739	D007	OPEN
2011-04-05 15:48:09.374684	M007	OFF
2011-04-05 15:48:09.710664	M008	OFF
2011-04-05 15:48:09.759085	SS010	STILL
2011-04-05 15:48:10.102294	M016	OFF
2011-04-05 15:48:11.105025	I010	ABSENT
2011-04-05 15:48:11.159785	M015	OFF
2011-04-05 15:48:13.136549	M017	OFF
2011-04-05 15:48:14.009448	I006	ABSENT
2011-04-05 15:48:24.416964	SS010	MOVED
2011-04-05 15:48:31.768664	I006	PRESENT
2011-04-05 15:48:37.008207	A001	2.82004
2011-04-05 15:48:45.881023	SS010	STILL
2011-04-05 15:48:46.861693	A001	2.84059
2011-04-05 15:48:47.83111	SS010	MOVED
2011-04-05 15:48:51.22458	M017	ON
2011-04-05 15:48:51.89349	A001	2.81403
2011-04-05 15:48:56.771671	A001	2.85926
2011-04-05 15:48:58.425689	M017	OFF
2011-04-05 15:48:59.239172	A001	2.83364
2011-04-05 15:48:59.492369	M017	ON
2011-04-05 15:49:01.919635	M017	OFF
2011-04-05 15:49:03.282919	SS010	STILL
2011-04-05 15:49:14.011795	SS010	MOVED
2011-04-05 15:49:16.719135	SS010	STILL
2011-04-05 15:49:19.644462	SS010	MOVED
2011-04-05 15:49:26.641747	I010	PRESENT
2011-04-05 15:49:28.487845	SS018	MOVED
2011-04-05 15:49:29.095981	M017	ON
2011-04-05 15:49:29.116049	D007	CLOSE
2011-04-05 15:49:29.299037	SS010	STILL
2011-04-05 15:49:30.712912	M016	ON
2011-04-05 15:49:30.75262	M015	ON
2011-04-05 15:49:31.416098	SS018	STILL
2011-04-05 15:49:31.547267	M008	ON
2011-04-05 15:49:32.387127	M007	ON
2011-04-05 15:49:33.002753	M017	OFF
2011-04-05 15:49:33.02118	M016	OFF
2011-04-05 15:49:33.777547	M002	ON
2011-04-05 15:49:34.614831	M015	OFF
2011-04-05 15:49:36.790816	M008	OFF
2011-04-05 15:49:37.182036	M007	OFF
2011-04-05 15:49:43.722826	M002	OFF
2011-04-05 15:49:44.47368	M002	ON
2011-04-05 15:49:51.653524	M002	OFF
2011-04-05 15:49:59.783505	P001	1404
2011-04-05 15:50:00.780394	M002	ON
2011-04-05 15:50:06.678817	M002	OFF
2011-04-05 15:51:00.59096	M007	ON
2011-04-05 15:51:00.964855	M002	ON
2011-04-05 15:51:01.735391	M008	ON
2011-04-05 15:51:02.49513	M009	ON
2011-04-05 15:51:03.106588	M015	ON
2011-04-05 15:51:03.633229	M016	ON				3-1-start
2011-04-05 15:51:03.672963	M002	OFF
2011-04-05 15:51:04.45474	M009	OFF
2011-04-05 15:51:04.832843	M017	ON
2011-04-05 15:51:05.362483	M008	OFF
2011-04-05 15:51:05.381242	D007	OPEN				3.1
2011-04-05 15:51:05.745742	M007	OFF
2011-04-05 15:51:07.377807	I001	ABSENT
2011-04-05 15:51:07.50861	M015	OFF
2011-04-05 15:51:07.760534	M016	OFF
2011-04-05 15:51:08.503689	SS010	MOVED
2011-04-05 15:51:08.732422	SS010	STILL
2011-04-05 15:51:09.417601	I002	ABSENT
2011-04-05 15:51:09.805612	M017	OFF
2011-04-05 15:51:10.379745	SS007	MOVED
2011-04-05 15:51:15.714718	D007	CLOSE
2011-04-05 15:51:16.539054	M017	ON
2011-04-05 15:51:18.193166	SS007	STILL
2011-04-05 15:51:22.599702	A003	0.115627
2011-04-05 15:51:22.975482	M017	OFF
2011-04-05 15:51:25.078246	A002	0.271879
2011-04-05 15:51:25.099835	A003	0.235629			3.2
2011-04-05 15:51:27.556773	A002	0.0484382
2011-04-05 15:51:27.573069	A003	0.0522664
2011-04-05 15:51:28.258742	SS010	MOVED
2011-04-05 15:51:30.041162	A003	0.0296098
2011-04-05 15:51:30.323409	M017	ON
2011-04-05 15:51:32.291955	D010	OPEN				3.3
2011-04-05 15:51:34.918888	M017	OFF
2011-04-05 15:51:37.043638	D010	CLOSE
2011-04-05 15:51:37.460179	A002	0.0281645
2011-04-05 15:51:47.197322	M017	ON
2011-04-05 15:51:47.842814	P001	2489
2011-04-05 15:51:48.285116	D008	OPEN
2011-04-05 15:51:49.893485	D009	OPEN
2011-04-05 15:51:50.207301	SS008	MOVED
2011-04-05 15:51:50.508722	D008	CLOSE
2011-04-05 15:51:51.125394	M016	ON				3.4
2011-04-05 15:51:53.47636	M017	OFF
2011-04-05 15:51:53.83474	P001	2692
2011-04-05 15:51:56.271409	M016	OFF
2011-04-05 15:51:57.818072	D009	CLOSE
2011-04-05 15:51:59.734852	A001	2.85817
2011-04-05 15:52:02.195264	A001	2.83223
2011-04-05 15:52:05.865163	D009	OPEN
2011-04-05 15:52:07.169605	A001	2.85512
2011-04-05 15:52:08.301096	M016	ON
2011-04-05 15:52:08.897998	D009	CLOSE
2011-04-05 15:52:09.638727	A001	2.82715
2011-04-05 15:52:09.697283	D010	OPEN
2011-04-05 15:52:10.994965	M016	OFF
2011-04-05 15:52:13.652404	SS008	STILL
2011-04-05 15:52:14.207327	D010	CLOSE
2011-04-05 15:52:14.338072	SS008	MOVED				3.5
2011-04-05 15:52:15.296997	M017	ON
2011-04-05 15:52:15.862556	P001	1522
2011-04-05 15:52:18.590346	SS010	STILL
2011-04-05 15:52:20.061427	M017	OFF
2011-04-05 15:52:23.480772	SS010	MOVED
2011-04-05 15:52:24.459416	A001	2.86043
2011-04-05 15:52:26.107863	SS007	STILL
2011-04-05 15:52:26.925082	A001	2.83567
2011-04-05 15:52:27.784892	SS007	MOVED
2011-04-05 15:52:28.041948	SS010	STILL
2011-04-05 15:52:28.363379	SS008	MOVED
2011-04-05 15:52:29.446226	M017	ON				3.7
2011-04-05 15:52:30.960119	SS010	MOVED
2011-04-05 15:52:31.855034	SS007	STILL
2011-04-05 15:52:32.280061	SS008	STILL
2011-04-05 15:52:32.467868	SS008	MOVED
2011-04-05 15:52:33.291602	M016	ON				3.6,3.8
2011-04-05 15:52:33.311086	M015	ON
2011-04-05 15:52:33.525653	SS010	STILL
2011-04-05 15:52:34.139131	M014	ON				3.9
2011-04-05 15:52:35.391617	SS008	STILL
2011-04-05 15:52:35.42989	M013	ON
2011-04-05 15:52:36.471897	SS010	MOVED
2011-04-05 15:52:37.259961	M016	OFF				3-1-end
2011-04-05 15:52:37.286396	M015	OFF
2011-04-05 15:52:37.787372	M014	OFF
2011-04-05 15:52:37.823027	M013	OFF
2011-04-05 15:52:38.167661	M017	OFF
2011-04-05 15:52:38.783525	M013	ON
2011-04-05 15:52:39.329302	M014	ON
2011-04-05 15:52:41.773591	M013	OFF
2011-04-05 15:52:41.790841	E002	START_INSTRUCT
2011-04-05 15:52:41.88673	P001	1510
2011-04-05 15:52:42.147514	E002	STOP_INSTRUCT
2011-04-05 15:52:44.94589	M014	OFF
2011-04-05 15:52:45.723609	M008	ON
2011-04-05 15:52:45.774833	M009	ON
2011-04-05 15:52:46.733373	M007	ON
2011-04-05 15:52:50.887299	M009	OFF
2011-04-05 15:52:52.084502	M009	ON
2011-04-05 15:52:53.060982	M014	ON
2011-04-05 15:52:54.279221	M014	OFF
2011-04-05 15:52:54.294252	M013	ON
2011-04-05 15:52:54.80413	M008	OFF
2011-04-05 15:52:54.835752	M009	OFF
2011-04-05 15:52:55.389518	M013	OFF
2011-04-05 15:52:55.777661	M007	OFF
2011-04-05 15:52:56.84109	M013	ON
2011-04-05 15:52:59.244484	M013	OFF
2011-04-05 15:53:00.044546	M014	ON
2011-04-05 15:53:00.412433	M013	ON
2011-04-05 15:53:01.865985	M016	ON
2011-04-05 15:53:01.900799	M015	ON
2011-04-05 15:53:02.736929	M013	OFF
2011-04-05 15:53:03.133811	M017	ON
2011-04-05 15:53:03.726861	M014	OFF
2011-04-05 15:53:04.390573	SS010	STILL
2011-04-05 15:53:05.001118	M015	OFF
2011-04-05 15:53:05.622815	M016	OFF
2011-04-05 15:53:07.776063	SS007	MOVED
2011-04-05 15:53:10.174053	D007	OPEN
2011-04-05 15:53:13.18786	SS010	MOVED
2011-04-05 15:53:13.323228	SS010	STILL
2011-04-05 15:53:14.658933	D009	OPEN
2011-04-05 15:53:15.599862	SS007	STILL
2011-04-05 15:53:15.986904	M016	ON
2011-04-05 15:53:16.161124	SS008	MOVED
2011-04-05 15:53:16.264351	SS010	MOVED
2011-04-05 15:53:19.920282	P001	1548
2011-04-05 15:53:20.329335	M016	OFF
2011-04-05 15:53:20.348162	D009	CLOSE
2011-04-05 15:53:25.959942	P001	1510
2011-04-05 15:53:26.069609	M017	OFF
2011-04-05 15:53:28.734661	I002	PRESENT
2011-04-05 15:53:34.592305	SS010	STILL
2011-04-05 15:53:37.671183	M017	ON
2011-04-05 15:53:37.935712	P001	1500
2011-04-05 15:53:43.445773	M017	OFF
2011-04-05 15:53:43.982347	P001	1510
2011-04-05 15:53:46.368031	M017	ON
2011-04-05 15:53:50.218385	SS010	MOVED
2011-04-05 15:53:50.680968	SS010	STILL
2011-04-05 15:54:00.241208	I001	PRESENT
2011-04-05 15:54:01.448815	SS010	MOVED
2011-04-05 15:54:01.566556	SS010	STILL
2011-04-05 15:54:01.945068	SS007	MOVED
2011-04-05 15:54:02.221057	D007	CLOSE
2011-04-05 15:54:03.975934	D009	OPEN
2011-04-05 15:54:04.474024	M017	OFF
2011-04-05 15:54:04.862343	M016	ON
2011-04-05 15:54:05.854889	SS007	STILL
2011-04-05 15:54:05.913351	A001	2.85864
2011-04-05 15:54:06.805138	M017	ON
2011-04-05 15:54:07.180944	D009	CLOSE
2011-04-05 15:54:07.95674	M015	ON
2011-04-05 15:54:08.416171	A001	2.82895
2011-04-05 15:54:08.820332	M017	OFF
2011-04-05 15:54:09.530848	M008	ON
2011-04-05 15:54:09.546751	M009	ON
2011-04-05 15:54:10.278867	M016	OFF
2011-04-05 15:54:10.297723	M007	ON
2011-04-05 15:54:11.765778	M009	OFF
2011-04-05 15:54:12.131078	M015	OFF
2011-04-05 15:54:12.309551	SS010	MOVED
2011-04-05 15:54:14.171536	M008	OFF
2011-04-05 15:54:14.690761	SS008	STILL
2011-04-05 15:54:15.010516	M007	OFF
2011-04-05 15:54:20.8177	A001	2.85231
2011-04-05 15:54:25.176649	M002	ON
2011-04-05 15:54:27.648935	M002	OFF
2011-04-05 15:54:28.205097	A001	2.82848
2011-04-05 15:54:29.463683	M007	ON
2011-04-05 15:54:30.338166	E002	START_INSTRUCT
2011-04-05 15:54:30.999594	M008	ON
2011-04-05 15:54:31.014388	E002	STOP_INSTRUCT
2011-04-05 15:54:31.606376	M009	ON
2011-04-05 15:54:32.234236	M015	ON
2011-04-05 15:54:32.597992	M016	ON				3-start
2011-04-05 15:54:33.731662	M009	OFF
2011-04-05 15:54:34.269467	M017	ON
2011-04-05 15:54:34.28544	D007	OPEN				3.1
2011-04-05 15:54:34.595826	SS010	STILL
2011-04-05 15:54:34.634749	M008	OFF
2011-04-05 15:54:35.25919	M007	OFF
2011-04-05 15:54:35.836631	I001	ABSENT
2011-04-05 15:54:36.454968	SS007	MOVED
2011-04-05 15:54:36.847242	M016	OFF
2011-04-05 15:54:36.861585	M015	OFF
2011-04-05 15:54:38.358262	I002	ABSENT
2011-04-05 15:54:38.967884	M017	OFF
2011-04-05 15:54:40.53827	A001	2.85301
2011-04-05 15:54:41.484879	D007	CLOSE
2011-04-05 15:54:42.786373	M017	ON
2011-04-05 15:54:43.291226	SS007	STILL
2011-04-05 15:54:43.620577	SS007	MOVED
2011-04-05 15:54:45.497122	A001	2.83114
2011-04-05 15:54:45.52104	A002	0.119416			3.2
2011-04-05 15:54:45.537511	A003	0.184534
2011-04-05 15:54:46.384414	M017	OFF
2011-04-05 15:54:47.524129	SS007	STILL
2011-04-05 15:54:48.722568	M017	ON
2011-04-05 15:54:49.82575	D010	OPEN				3.3
2011-04-05 15:54:50.435161	A002	0.0358209
2011-04-05 15:54:50.458471	A003	0.0314067
2011-04-05 15:54:52.416238	M017	OFF
2011-04-05 15:54:54.102102	D010	CLOSE
2011-04-05 15:54:58.438925	M017	ON				3.4
2011-04-05 15:54:59.543361	SS010	STILL
2011-04-05 15:55:01.290954	Kitchen	<do>/usr/local/CASAS/thePUCKstudy/31.wav</do>
2011-04-05 15:55:02.877104	A002	0.225941
2011-04-05 15:55:02.905396	A003	0.260277
2011-04-05 15:55:03.979659	P001	2754
2011-04-05 15:55:04.384639	M017	OFF
2011-04-05 15:55:05.331628	A002	0.0463288
2011-04-05 15:55:05.354189	A003	0.0505086
2011-04-05 15:55:06.38307	SS010	MOVED
2011-04-05 15:55:10.164804	M017	ON
2011-04-05 15:55:11.991492	D009	OPEN
2011-04-05 15:55:13.323039	M016	ON
2011-04-05 15:55:13.9688	SS008	MOVED				3.5
2011-04-05 15:55:14.682652	D009	CLOSE
2011-04-05 15:55:15.231483	A003	0.0281254
2011-04-05 15:55:16.033568	P001	1554
2011-04-05 15:55:16.748485	M017	OFF
2011-04-05 15:55:16.767129	M016	OFF
2011-04-05 15:55:22.001961	P001	1504
2011-04-05 15:55:25.077292	A002	0.0251176
2011-04-05 15:55:26.180032	D009	OPEN
2011-04-05 15:55:27.267018	M016	ON				3.6
2011-04-05 15:55:27.999493	P001	1515
2011-04-05 15:55:28.608455	D009	CLOSE
2011-04-05 15:55:29.401958	M017	ON				3.7
2011-04-05 15:55:30.585618	M016	OFF
2011-04-05 15:55:31.188348	M017	OFF
2011-04-05 15:55:32.168748	SS007	MOVED
2011-04-05 15:55:32.428087	SS010	STILL
2011-04-05 15:55:33.761794	SS008	STILL
2011-04-05 15:55:33.77672	M017	ON				3.8
2011-04-05 15:55:34.396789	D010	OPEN
2011-04-05 15:55:34.978559	M017	OFF
2011-04-05 15:55:36.934676	SS007	STILL
2011-04-05 15:55:37.310509	SS010	MOVED
2011-04-05 15:55:40.862642	M017	ON
2011-04-05 15:55:42.872826	M017	OFF
2011-04-05 15:55:43.486338	M017	ON
2011-04-05 15:55:44.858545	D010	CLOSE
2011-04-05 15:55:45.710411	M017	OFF
2011-04-05 15:55:46.495928	M017	ON
2011-04-05 15:55:48.833161	M017	OFF
2011-04-05 15:55:49.905462	M017	ON
2011-04-05 15:55:54.022639	P001	1505
2011-04-05 15:55:54.323926	M014	ON				3.9
2011-04-05 15:55:54.357095	M017	OFF
2011-04-05 15:55:54.374181	M016	ON
2011-04-05 15:55:54.397666	M013	ON
2011-04-05 15:55:54.812123	M016	OFF				3-end
2011-04-05 15:55:55.440833	M014	OFF
2011-04-05 15:55:56.53103	M013	OFF
2011-04-05 15:55:57.266833	M014	ON
2011-04-05 15:55:57.281072	M013	ON
2011-04-05 15:55:57.643027	E002	START_INSTRUCT
2011-04-05 15:55:58.484405	E002	STOP_INSTRUCT
2011-04-05 15:56:00.012588	P001	1515
2011-04-05 15:56:01.621843	M014	OFF
2011-04-05 15:56:01.635597	M013	OFF
2011-04-05 15:56:02.690399	M014	ON
2011-04-05 15:56:04.579149	M014	OFF
2011-04-05 15:56:10.933382	M013	ON
2011-04-05 15:56:15.382925	M014	ON
2011-04-05 15:56:15.760189	M013	OFF
2011-04-05 15:56:19.375853	M014	OFF
2011-04-05 15:56:20.360117	M014	ON
2011-04-05 15:56:20.377106	M015	ON
2011-04-05 15:56:20.977049	M016	ON
2011-04-05 15:56:22.455846	M017	ON
2011-04-05 15:56:22.839829	M014	OFF
2011-04-05 15:56:22.965829	SS010	STILL
2011-04-05 15:56:23.990651	M015	OFF
2011-04-05 15:56:25.509426	M016	OFF
2011-04-05 15:56:28.22954	D009	OPEN
2011-04-05 15:56:29.307272	M016	ON
2011-04-05 15:56:29.81322	SS008	MOVED
2011-04-05 15:56:30.78329	SS010	MOVED
2011-04-05 15:56:31.023042	D009	CLOSE
2011-04-05 15:56:33.142978	M016	OFF
2011-04-05 15:56:33.331887	SS010	STILL
2011-04-05 15:56:36.778004	A001	2.85575
2011-04-05 15:56:37.761341	M017	OFF
2011-04-05 15:56:39.262864	A001	2.82114
2011-04-05 15:56:39.281501	A002	0.374576
2011-04-05 15:56:39.31036	A003	0.142619
2011-04-05 15:56:39.453706	SS011	STILL
2011-04-05 15:56:41.723841	A002	0.440007
2011-04-05 15:56:44.192394	A002	0.402076
2011-04-05 15:56:44.210912	A003	0.163401
2011-04-05 15:56:48.054255	P001	1502
2011-04-05 15:56:49.141031	A002	0.240004
2011-04-05 15:56:49.164777	A003	0.0901967
2011-04-05 15:56:51.10372	SS011	MOVED
2011-04-05 15:56:51.61833	A002	0.0428522
2011-04-05 15:56:51.637948	A003	0.0300786
2011-04-05 15:56:52.973471	M017	ON
2011-04-05 15:56:54.109612	A001	2.84122
2011-04-05 15:56:55.786772	SS010	MOVED
2011-04-05 15:56:55.978704	SS011	STILL
2011-04-05 15:56:58.289065	M017	OFF
2011-04-05 15:57:00.070275	P001	1398
2011-04-05 15:57:03.939911	M016	ON
2011-04-05 15:57:03.956663	D009	OPEN
2011-04-05 15:57:05.01041	M016	OFF
2011-04-05 15:57:05.395745	M016	ON
2011-04-05 15:57:05.764422	D009	CLOSE
2011-04-05 15:57:06.133644	P001	1439
2011-04-05 15:57:06.422799	M017	ON
2011-04-05 15:57:07.26014	D007	OPEN
2011-04-05 15:57:07.889052	M016	OFF
2011-04-05 15:57:09.602241	SS007	MOVED
2011-04-05 15:57:10.304417	SS008	STILL
2011-04-05 15:57:10.913322	M017	OFF
2011-04-05 15:57:12.07083	P001	1403
2011-04-05 15:57:12.22473	M017	ON
2011-04-05 15:57:16.135493	I001	PRESENT
2011-04-05 15:57:16.742636	I002	PRESENT
2011-04-05 15:57:17.890689	M017	OFF
2011-04-05 15:57:20.663882	M017	ON
2011-04-05 15:57:22.196615	D007	CLOSE
2011-04-05 15:57:22.788092	SS018	MOVED
2011-04-05 15:57:23.555886	M016	ON
2011-04-05 15:57:23.58422	M015	ON
2011-04-05 15:57:24.735562	SS018	STILL
2011-04-05 15:57:24.826345	M008	ON
2011-04-05 15:57:25.656693	M007	ON
2011-04-05 15:57:26.201135	SS007	STILL
2011-04-05 15:57:26.257642	M017	OFF
2011-04-05 15:57:27.000076	M016	OFF
2011-04-05 15:57:27.393732	M002	ON
2011-04-05 15:57:27.750268	M015	OFF
2011-04-05 15:57:29.825041	M008	OFF
2011-04-05 15:57:30.587585	M007	OFF
2011-04-05 15:57:33.175474	M002	OFF
2011-04-05 15:57:33.9621	M002	ON
2011-04-05 15:57:38.202558	M002	OFF
2011-04-05 15:57:52.551327	M002	ON
2011-04-05 15:57:53.091683	P001	1391
2011-04-05 15:57:54.066825	M007	ON
2011-04-05 15:57:54.645773	E002	START_INSTRUCT
2011-04-05 15:57:55.016156	M008	ON
2011-04-05 15:57:55.404182	E002	STOP_INSTRUCT
2011-04-05 15:57:55.791827	M009	ON
2011-04-05 15:57:56.388293	M015	ON
2011-04-05 15:57:56.976911	M016	ON				3-start
2011-04-05 15:57:57.724248	M007	OFF
2011-04-05 15:57:57.73855	M009	OFF
2011-04-05 15:57:58.554962	M008	OFF
2011-04-05 15:57:58.589656	M017	ON
2011-04-05 15:57:58.603338	D007	OPEN				3.1
2011-04-05 15:57:58.932175	M016	OFF
2011-04-05 15:57:59.580993	I001	ABSENT
2011-04-05 15:57:59.600022	M002	OFF
2011-04-05 15:57:59.727797	SS007	MOVED
2011-04-05 15:58:00.563692	M015	OFF
2011-04-05 15:58:01.108056	I002	ABSENT
2011-04-05 15:58:02.913855	M017	OFF
2011-04-05 15:58:05.859329	A001	2.81887
2011-04-05 15:58:06.608567	SS010	STILL
2011-04-05 15:58:08.365576	M017	ON
2011-04-05 15:58:08.394783	A001	2.84051
2011-04-05 15:58:10.110681	P001	1405
2011-04-05 15:58:10.463494	SS007	STILL
2011-04-05 15:58:10.874559	A002	0.220706			3.2
2011-04-05 15:58:10.893895	A003	0.201722
2011-04-05 15:58:13.339382	A002	0.0983999
2011-04-05 15:58:13.367888	A003	0.0675401
2011-04-05 15:58:15.395613	SS010	MOVED
2011-04-05 15:58:15.580009	SS010	STILL
2011-04-05 15:58:15.851682	A002	0.0325005
2011-04-05 15:58:15.867998	A003	0.0308598
2011-04-05 15:58:17.410714	D009	OPEN
2011-04-05 15:58:18.470295	M016	ON
2011-04-05 15:58:20.640107	SS008	MOVED
2011-04-05 15:58:20.799508	A003	0.0709386
2011-04-05 15:58:21.439066	SS010	MOVED
2011-04-05 15:58:21.604151	M017	OFF
2011-04-05 15:58:22.467603	M016	OFF
2011-04-05 15:58:22.917982	SS010	STILL
2011-04-05 15:58:23.275267	A003	0.0318364
2011-04-05 15:58:24.109455	P001	1443
2011-04-05 15:58:24.874031	SS010	MOVED
2011-04-05 15:58:32.828448	D009	CLOSE
2011-04-05 15:58:34.328236	M017	ON
2011-04-05 15:58:35.840201	D007	CLOSE
2011-04-05 15:58:36.01905	SS010	STILL
2011-04-05 15:58:36.119084	P001	1398
2011-04-05 15:58:37.622637	SS008	STILL
2011-04-05 15:58:38.502846	Kitchen	<do>/usr/local/CASAS/thePUCKstudy/33.wav</do>
2011-04-05 15:58:38.842283	SS010	MOVED
2011-04-05 15:58:47.987118	M017	OFF
2011-04-05 15:58:48.04127	A002	0.221332
2011-04-05 15:58:48.063242	A003	0.239457
2011-04-05 15:58:50.537046	A002	0.0984781
2011-04-05 15:58:50.559095	A003	0.122228
2011-04-05 15:58:51.235798	M017	ON
2011-04-05 15:58:52.894688	D010	OPEN				3.3
2011-04-05 15:58:53.021445	A002	0.0282817
2011-04-05 15:58:53.038942	A003	0.033438
2011-04-05 15:58:55.903364	SS010	MOVED
2011-04-05 15:58:56.539567	M017	OFF
2011-04-05 15:58:57.925694	A001	2.82043
2011-04-05 15:58:58.721255	D010	CLOSE
2011-04-05 15:59:06.031659	M017	ON				3.4
2011-04-05 15:59:08.483341	M017	OFF
2011-04-05 15:59:10.177611	P001	928
2011-04-05 15:59:10.237081	P001	2169
2011-04-05 15:59:10.336689	A001	2.84981
2011-04-05 15:59:14.031812	M017	ON				3.5
2011-04-05 15:59:18.308206	M017	OFF
2011-04-05 15:59:18.680438	D010	OPEN
2011-04-05 15:59:19.231116	M017	ON				3.6
2011-04-05 15:59:21.408007	M017	OFF
2011-04-05 15:59:22.178331	P001	931
2011-04-05 15:59:22.475495	D010	CLOSE
2011-04-05 15:59:23.84303	M017	ON				3.7,3.8
2011-04-05 15:59:30.044913	A001	2.82567
2011-04-05 15:59:31.469333	M016	ON
2011-04-05 15:59:31.84543	M015	ON
2011-04-05 15:59:32.53885	M014	ON				3.9
2011-04-05 15:59:33.601904	M013	ON
2011-04-05 15:59:34.804358	M015	OFF
2011-04-05 15:59:35.625141	M016	OFF				3-end
2011-04-05 15:59:36.002545	M017	OFF
2011-04-05 15:59:36.382822	M014	OFF
2011-04-05 15:59:37.527764	E002	START_INSTRUCT
2011-04-05 15:59:37.910894	M014	ON
2011-04-05 15:59:38.283917	E002	STOP_INSTRUCT
2011-04-05 15:59:40.675474	M013	OFF
2011-04-05 15:59:45.468832	M014	OFF
2011-04-05 15:59:49.071007	M014	ON
2011-04-05 15:59:49.924565	M015	ON
2011-04-05 15:59:50.304527	M016	ON
2011-04-05 15:59:51.390998	M017	ON
2011-04-05 15:59:52.207801	P001	1060
2011-04-05 15:59:52.335627	SS010	STILL
2011-04-05 15:59:53.204203	M014	OFF
2011-04-05 15:59:53.827787	M015	OFF
2011-04-05 15:59:54.193481	M016	OFF
2011-04-05 15:59:57.61754	M017	OFF
2011-04-05 15:59:59.557977	M017	ON				3-start
2011-04-05 15:59:59.604923	D007	OPEN				3.1
2011-04-05 16:00:02.174552	SS010	MOVED
2011-04-05 16:00:02.896623	M017	OFF
2011-04-05 16:00:03.789145	I001	PRESENT
2011-04-05 16:00:05.55881	I002	PRESENT
2011-04-05 16:00:06.64336	M017	ON
2011-04-05 16:00:06.97583	SS010	STILL
2011-04-05 16:00:07.074577	A001	2.84614
2011-04-05 16:00:07.7044	D007	CLOSE
2011-04-05 16:00:08.313037	M016	ON
2011-04-05 16:00:08.579778	SS018	MOVED
2011-04-05 16:00:08.700629	M015	ON
2011-04-05 16:00:09.89355	M008	ON
2011-04-05 16:00:10.287888	M009	ON
2011-04-05 16:00:10.438687	SS007	STILL
2011-04-05 16:00:10.530932	SS018	STILL
2011-04-05 16:00:10.882731	SS010	MOVED
2011-04-05 16:00:11.139045	M007	ON
2011-04-05 16:00:12.234887	M002	ON
2011-04-05 16:00:12.621499	M016	OFF
2011-04-05 16:00:13.310067	M017	OFF
2011-04-05 16:00:13.336228	M009	OFF
2011-04-05 16:00:13.350314	M015	OFF
2011-04-05 16:00:13.674855	M007	OFF
2011-04-05 16:00:16.853364	M008	OFF
2011-04-05 16:00:17.028609	A001	2.82481
2011-04-05 16:00:19.832908	M002	OFF
2011-04-05 16:00:21.959384	A001	2.84528
2011-04-05 16:00:24.380966	SS007	MOVED
2011-04-05 16:00:25.681653	M002	ON
2011-04-05 16:00:26.335719	SS007	STILL
2011-04-05 16:00:29.422171	M007	ON
2011-04-05 16:00:30.224173	P001	1047
2011-04-05 16:00:30.488731	M008	ON
2011-04-05 16:00:31.243079	M009	ON
2011-04-05 16:00:31.651338	M015	ON
2011-04-05 16:00:32.005481	M016	ON
2011-04-05 16:00:32.634147	M002	OFF
2011-04-05 16:00:33.012397	M009	OFF
2011-04-05 16:00:33.529586	M017	ON
2011-04-05 16:00:33.544578	D007	OPEN
2011-04-05 16:00:33.89918	M008	OFF
2011-04-05 16:00:34.279925	A001	2.81918
2011-04-05 16:00:34.432419	M007	OFF
2011-04-05 16:00:34.46415	I001	ABSENT
2011-04-05 16:00:35.169138	M016	OFF
2011-04-05 16:00:35.188066	I002	ABSENT
2011-04-05 16:00:35.776334	M015	OFF
2011-04-05 16:00:36.927296	SS007	MOVED
2011-04-05 16:00:37.795152	SS010	STILL
2011-04-05 16:00:37.915433	M017	OFF
2011-04-05 16:00:41.670352	M017	ON
2011-04-05 16:00:41.697147	SS010	MOVED
2011-04-05 16:00:44.748392	SS007	STILL
2011-04-05 16:00:45.949966	SS010	STILL
2011-04-05 16:00:46.624376	A002	0.209574			3.2
2011-04-05 16:00:46.74732	A003	0.257777
2011-04-05 16:00:48.18202	M017	OFF
2011-04-05 16:00:49.196014	A002	0.0841419
2011-04-05 16:00:49.220747	A003	0.0945327
2011-04-05 16:00:51.670089	A002	0.1843
2011-04-05 16:00:51.686639	A003	0.227855
2011-04-05 16:00:52.302514	Kitchen	<do>/usr/local/CASAS/thePUCKstudy/31.wav</do>
2011-04-05 16:00:54.142073	A002	0.260004
2011-04-05 16:00:54.158599	A003	0.265785
2011-04-05 16:00:56.621736	A001	2.84067
2011-04-05 16:00:56.658846	A002	0.0509383	
2011-04-05 16:00:56.685312	A003	0.0485554
2011-04-05 16:00:59.085084	A002	0.0302739
2011-04-05 16:00:59.139231	M017	ON
2011-04-05 16:01:00.617952	D009	OPEN
